active_cust,income,expenditure,months_on_network,Num_complaints,number_plan_changes,relocated,monthly_bill,technical_issues_per_month,Speed_test_result
1,1677,1341.6,69,4,0,0,94,4,87
1,1677,1341.6,69,4,0,0,81,4,87
1,1684,1347.2,69,4,0,0,46,4,87
1,1688,1350.4,68,4,0,0,39,4,87
1,1689,1351.2,69,4,0,0,51,4,87
1,1681,1344.8,69,4,2,0,49,4,86
1,1682,1345.6,68,4,2,0,37,4,86
1,1674,1339.2,71,4,2,0,120,4,86
1,1657,1325.6,73,4,2,0,35,4,86
1,1662,1329.6,73,4,2,0,124,4,86
1,1645,1316,75,4,2,0,87,4,87
1,1644,1315.2,75,4,2,0,90,4,87
1,1649,1319.2,73,4,2,0,170,4,87
1,1694,1355.2,68,4,0,0,79,4,87
1,1686,1348.8,69,4,0,0,79,4,87
1,1685,1348,68,4,0,0,91,4,87
1,1724,1379.2,64,4,0,0,85,4,87
1,1722,1377.6,64,4,0,0,83,4,87
1,1726,1380.8,64,4,0,0,33,4,87
1,1699,1359.2,66,4,0,0,42,4,87
1,1700,1360,66,4,0,0,38,4,87
1,1699,1359.2,67,4,0,0,120,4,87
1,1657,1325.6,73,4,0,0,90,4,86
1,1658,1326.4,72,4,0,0,95,4,87
1,1654,1323.2,73,4,0,0,80,4,87
1,1655,1324,72,4,0,0,75,4,87
1,1653,1322.4,73,4,0,0,94,4,87
1,1666,1332.8,71,4,0,0,35,4,87
1,1671,1336.8,71,4,0,0,132,4,87
1,1665,1332,71,4,0,0,168,4,87
1,1669,1335.2,71,4,0,0,161,4,87
1,1665,1332,71,4,0,0,176,4,87
1,1663,1330.4,71,4,0,0,179,4,87
1,1663,1330.4,72,4,0,0,165,4,86
1,1671,1336.8,71,4,0,0,93,4,86
1,1697,1357.6,67,4,0,0,117,4,87
1,1706,1364.8,66,4,0,0,42,4,87
1,1717,1373.6,65,4,0,0,50,4,87
1,1655,1324,73,4,0,0,170,4,87
1,1653,1322.4,73,4,0,0,177,4,87
1,1665,1332,72,4,0,0,163,4,86
1,1657,1325.6,74,4,0,0,176,4,86
1,1653,1322.4,73,4,0,0,181,4,86
1,1653,1322.4,73,4,0,0,168,4,86
1,1657,1325.6,72,4,0,0,174,4,86
1,1659,1327.2,72,4,0,0,181,4,87
1,1701,1360.8,67,4,0,0,46,4,87
1,1689,1351.2,68,4,0,0,52,4,87
1,1677,1341.6,70,4,0,0,39,4,87
1,1673,1338.4,70,4,0,0,87,4,87
1,1665,1332,72,4,0,0,171,4,87
1,1662,1329.6,72,4,0,0,135,4,87
1,1670,1336,71,4,0,0,75,4,87
1,1662,1329.6,71,4,0,0,40,4,87
1,1678,1342.4,70,4,2,0,34,4,87
1,1667,1333.6,72,4,2,0,32,4,87
1,1658,1326.4,72,4,2,0,169,4,87
0,1637,1309.6,76,4,2,0,75,4,87
1,1637,1309.6,75,4,2,0,87,4,87
1,1636,1308.8,76,4,2,0,177,4,87
1,1653,1322.4,73,4,2,0,158,4,87
1,1661,1328.8,71,4,2,0,90,4,86
1,1665,1332,72,4,2,0,49,4,86
1,1663,1330.4,71,4,2,0,132,4,86
1,1654,1323.2,73,4,2,0,173,4,87
1,1637,1309.6,75,5,2,0,84,4,87
1,1634,1307.2,76,5,2,0,89,4,87
1,1633,1306.4,76,5,2,0,41,4,87
1,1648,1318.4,74,5,2,0,42,4,87
1,1642,1313.6,75,5,2,0,35,4,87
1,1664,1331.2,72,5,2,0,37,4,87
1,1663,1330.4,72,5,2,0,34,4,87
1,1665,1332,72,5,2,0,48,4,86
1,1696,1356.8,67,5,2,0,41,4,86
1,1693,1354.4,67,4,2,0,48,4,86
1,1715,1372,65,4,2,0,46,4,86
1,1720,1376,65,4,2,0,30,4,86
1,1724,1379.2,65,4,2,0,49,4,86
1,1734,1387.2,63,4,2,0,36,4,86
1,1726,1380.8,64,4,2,0,49,4,86
1,1730,1384,63,4,2,0,33,4,86
1,1716,1372.8,64,4,2,0,31,4,86
1,1693,1354.4,67,5,2,0,50,4,86
1,1700,1360,67,5,2,0,35,4,86
0,1693,1354.4,67,5,2,0,36,4,86
1,1690,1352,68,5,2,0,46,4,86
1,1695,1356,68,5,2,0,32,4,86
1,1681,1344.8,69,5,2,0,49,4,86
1,1688,1350.4,69,5,2,0,39,4,86
1,1685,1348,69,5,2,0,43,4,86
1,1685,1348,69,5,2,0,39,4,86
1,1694,1355.2,67,5,2,0,31,4,86
1,1688,1350.4,69,4,2,0,35,4,86
1,1684,1347.2,69,4,2,0,32,4,86
1,1684,1347.2,68,4,2,0,48,4,86
1,1699,1359.2,67,4,2,0,44,4,86
1,1670,1336,70,4,2,0,34,4,86
1,1663,1330.4,72,4,2,0,158,4,86
1,1672,1337.6,71,4,2,0,92,4,86
1,1681,1344.8,69,4,2,0,42,4,86
1,1675,1340,70,4,2,0,169,4,86
1,1674,1339.2,70,4,2,0,43,4,86
1,1672,1337.6,71,4,2,0,39,4,86
1,1669,1335.2,70,4,2,0,38,4,86
1,1668,1334.4,71,4,2,0,117,4,86
1,1670,1336,71,4,2,0,134,4,86
1,1669,1335.2,71,4,2,0,33,4,86
1,1664,1331.2,72,4,2,0,42,4,86
1,1678,1342.4,70,4,2,0,167,4,86
1,1673,1338.4,70,4,2,0,176,4,86
1,1671,1336.8,70,4,2,0,159,4,86
1,1673,1338.4,70,4,2,0,177,4,86
1,1689,1351.2,69,4,2,0,138,4,86
1,1681,1344.8,69,4,2,0,127,4,86
1,1688,1350.4,69,4,2,0,130,4,86
1,1676,1340.8,71,4,2,0,120,4,87
1,1675,1340,70,4,2,0,179,4,87
1,1676,1340.8,70,4,2,0,133,4,87
1,1674,1339.2,71,4,2,0,128,4,87
1,1657,1325.6,71,4,2,0,131,4,87
1,1680,1344,70,4,2,0,119,4,87
1,1657,1325.6,71,4,2,0,138,4,88
1,1662,1329.6,72,4,0,0,44,4,87
1,1670,1336,72,4,0,0,166,4,87
1,1663,1330.4,72,4,0,0,174,4,87
1,1675,1340,71,4,0,0,175,4,87
1,1679,1343.2,69,4,0,0,171,4,87
1,1682,1345.6,69,4,0,0,49,4,87
1,1680,1344,70,4,0,0,35,4,87
1,1674,1339.2,70,4,0,0,174,4,87
1,1662,1329.6,71,4,0,0,92,4,87
1,1667,1333.6,72,4,0,0,79,4,87
1,1669,1335.2,71,4,0,0,166,4,87
1,1675,1340,71,4,0,0,176,4,87
1,1670,1336,70,4,0,0,134,4,87
1,1676,1340.8,70,4,0,0,48,4,87
1,1671,1336.8,70,4,0,0,171,4,87
1,1672,1337.6,70,4,0,0,161,4,87
1,1680,1344,70,4,0,0,84,4,86
1,1691,1352.8,68,4,0,0,36,4,86
1,1694,1355.2,68,4,0,0,164,4,86
1,1686,1348.8,68,4,0,0,83,4,86
1,1674,1339.2,70,4,0,0,48,4,86
1,1681,1344.8,70,4,0,0,45,4,86
1,1666,1332.8,71,4,0,0,41,4,86
1,1676,1340.8,70,4,0,0,177,4,86
1,1682,1345.6,70,4,0,0,165,4,86
1,1664,1331.2,72,4,0,0,174,4,86
1,1662,1329.6,73,4,0,0,174,4,86
1,1660,1328,73,4,0,0,87,4,86
1,1658,1326.4,73,4,0,0,84,4,86
1,1661,1328.8,72,4,0,0,34,4,86
1,1662,1329.6,71,4,0,0,32,4,86
1,1689,1351.2,69,4,0,0,176,4,86
1,1695,1356,67,4,0,0,171,4,86
1,1681,1344.8,69,4,0,0,172,4,86
1,1674,1339.2,70,4,0,0,169,4,86
1,1692,1353.6,68,4,0,0,131,4,86
1,1676,1340.8,70,4,0,0,129,4,86
1,1675,1340,69,4,0,0,161,4,86
1,1677,1341.6,70,4,0,0,133,4,86
1,1678,1342.4,70,4,0,0,30,4,86
1,1670,1336,70,4,0,0,158,4,86
1,1670,1336,70,4,0,0,31,4,87
1,1657,1325.6,72,4,0,0,115,4,86
1,1665,1332,72,4,0,0,133,4,86
1,1664,1331.2,72,4,0,0,35,4,86
1,1658,1326.4,72,4,0,0,169,4,86
1,1666,1332.8,72,4,0,0,118,4,86
1,1663,1330.4,72,4,2,0,132,4,86
1,1663,1330.4,71,4,2,0,92,4,86
1,1657,1325.6,73,4,2,0,86,4,86
1,1658,1326.4,74,4,2,0,86,4,86
0,1659,1327.2,73,4,2,0,77,4,87
0,1655,1324,72,4,2,0,122,4,87
1,1672,1337.6,70,4,2,0,85,4,87
1,1687,1349.6,69,4,2,0,158,3,87
1,1655,1324,73,4,2,0,120,2,86
1,1662,1329.6,72,4,2,0,120,1,86
1,1659,1327.2,72,4,2,0,117,1,86
1,1664,1331.2,72,4,2,0,131,1,86
1,1667,1333.6,71,4,2,0,117,1,86
1,1645,1316,74,4,2,0,118,1,86
1,1648,1318.4,74,4,2,0,124,1,86
1,1628,1302.4,77,4,2,0,124,1,86
1,1628,1302.4,77,4,2,0,31,1,87
1,1649,1319.2,74,4,2,0,41,1,87
1,1649,1319.2,74,4,2,0,93,1,87
1,1667,1333.6,71,4,2,0,159,1,87
0,1669,1335.2,70,4,7,1,46,1,87
0,1666,1332.8,71,4,7,1,35,1,87
1,1660,1328,72,4,2,0,45,1,87
1,1662,1329.6,71,4,2,0,92,1,87
1,1688,1350.4,68,4,0,0,169,2,87
1,1685,1348,69,4,0,0,180,2,86
1,1684,1347.2,69,4,0,0,137,2,86
1,1679,1343.2,69,4,0,0,78,2,86
1,1697,1357.6,68,4,0,0,163,2,86
1,1695,1356,67,4,0,0,126,2,86
1,1697,1357.6,68,4,0,0,172,3,86
1,1701,1360.8,67,4,0,0,45,3,86
1,1698,1358.4,67,4,0,0,34,3,86
1,1697,1357.6,68,4,0,0,135,3,86
1,1678,1342.4,70,4,0,0,45,3,86
1,1666,1332.8,71,4,2,0,46,3,86
0,1683,1346.4,69,4,9,1,34,3,86
0,1663,1330.4,71,4,4,1,162,3,86
0,1663,1330.4,71,4,4,1,34,4,86
0,1661,1328.8,71,4,4,1,32,4,86
1,1681,1344.8,70,4,2,0,130,4,86
1,1697,1357.6,67,4,2,0,38,4,86
1,1710,1368,66,4,2,0,76,4,86
1,1683,1346.4,69,4,2,0,38,4,86
1,1714,1371.2,66,4,2,0,169,4,86
1,1680,1344,69,4,2,0,50,4,86
1,1675,1340,69,4,2,0,45,4,86
1,1688,1350.4,69,4,2,0,47,4,86
1,1685,1348,68,5,2,0,49,4,86
1,1670,1336,71,5,2,0,167,4,86
1,1692,1353.6,68,5,2,0,174,4,86
1,1704,1363.2,66,5,2,0,172,4,86
1,1702,1361.6,67,5,2,0,176,4,86
1,1705,1364,67,5,2,0,164,4,86
1,1699,1359.2,67,5,2,0,178,4,86
1,1673,1338.4,70,5,2,0,171,4,86
1,1674,1339.2,70,5,2,0,128,4,86
1,1681,1344.8,70,5,2,0,123,4,86
0,1680,1344,70,5,2,0,171,4,86
0,1679,1343.2,70,5,2,0,43,4,86
1,1683,1346.4,68,5,2,0,166,4,86
1,1677,1341.6,71,5,2,0,46,3,86
1,1677,1341.6,70,5,2,0,50,3,86
1,1686,1348.8,68,5,2,0,93,3,86
1,1693,1354.4,68,4,2,0,134,3,86
1,1685,1348,68,4,2,0,44,3,86
1,1680,1344,69,4,2,0,77,4,86
1,1681,1344.8,70,4,2,0,164,4,86
1,1683,1346.4,69,4,2,0,79,4,86
1,1682,1345.6,69,4,2,0,81,4,86
1,1680,1344,69,4,2,0,120,4,86
1,1677,1341.6,70,4,2,0,79,4,86
1,1680,1344,69,4,2,0,77,4,86
1,1642,1313.6,74,4,2,0,160,4,86
1,1668,1334.4,70,5,2,0,80,3,86
1,1683,1346.4,69,5,2,0,137,3,86
1,1679,1343.2,69,5,2,0,168,3,87
1,1685,1348,69,5,2,0,162,3,86
1,1665,1332,71,5,2,0,32,3,87
1,1672,1337.6,71,4,2,0,86,3,87
1,1669,1335.2,72,4,2,0,126,3,87
1,1664,1331.2,71,4,2,0,88,3,87
1,1666,1332.8,71,4,2,0,174,3,87
1,1674,1339.2,71,4,0,0,174,2,87
1,1664,1331.2,72,4,0,0,126,2,87
1,1661,1328.8,72,4,0,0,39,2,87
1,1657,1325.6,72,4,0,0,163,2,87
1,1659,1327.2,73,4,0,0,78,2,87
1,1645,1316,74,4,0,0,175,2,87
1,1649,1319.2,74,4,0,0,165,2,87
1,1645,1316,74,4,0,0,75,2,87
1,1638,1310.4,76,4,0,0,177,2,87
1,1643,1314.4,75,4,0,0,118,2,87
0,1635,1308,76,4,0,1,178,2,87
1,1638,1310.4,76,4,0,0,165,2,87
1,1627,1301.6,78,4,0,0,177,2,87
1,1622,1297.6,77,4,0,0,159,2,87
1,1628,1302.4,77,4,0,0,33,3,87
1,1632,1305.6,77,4,0,0,40,3,87
1,1645,1316,73,4,0,0,46,3,87
1,1650,1320,74,4,0,0,84,3,87
1,1652,1321.6,74,4,0,0,94,3,87
1,1662,1329.6,71,4,0,0,77,3,87
1,1680,1344,69,4,0,0,177,3,87
1,1686,1348.8,69,4,0,0,159,3,87
1,1678,1342.4,70,4,0,0,79,3,87
1,1676,1340.8,70,4,0,0,87,3,86
1,1666,1332.8,70,4,0,0,161,3,86
1,1665,1332,71,4,0,0,30,3,86
1,1667,1333.6,71,4,0,0,161,2,87
1,1649,1319.2,74,4,0,0,44,2,87
1,1643,1314.4,75,4,0,0,79,1,87
1,1637,1309.6,75,4,0,0,43,1,87
1,1639,1311.2,75,4,0,0,30,1,87
1,1637,1309.6,75,4,0,0,31,1,87
1,1636,1308.8,76,4,0,0,120,1,87
1,1638,1310.4,76,4,0,0,86,1,87
1,1629,1303.2,76,4,0,0,122,1,87
1,1617,1293.6,78,4,0,0,42,1,87
1,1619,1295.2,78,4,0,0,78,1,87
1,1621,1296.8,78,4,0,0,126,1,87
1,1629,1303.2,76,4,0,0,131,1,87
1,1630,1304,77,4,0,0,73,1,87
1,1618,1294.4,78,4,0,0,168,1,87
1,1626,1300.8,78,4,0,0,165,1,87
1,1618,1294.4,80,4,0,0,164,1,87
1,1614,1291.2,79,4,0,0,79,1,87
1,1622,1297.6,78,4,0,0,176,1,87
1,1626,1300.8,78,4,0,0,132,1,87
1,1623,1298.4,78,4,0,0,173,1,87
1,1633,1306.4,76,4,0,0,127,1,87
1,1620,1296,79,4,0,0,125,1,87
1,1613,1290.4,78,4,0,0,124,1,87
1,1621,1296.8,77,4,0,0,127,1,87
1,1629,1303.2,77,4,0,0,121,1,87
1,1638,1310.4,75,4,0,0,122,1,87
1,1621,1296.8,77,4,0,0,133,1,87
1,1643,1314.4,75,4,0,0,129,1,87
1,1638,1310.4,75,4,0,0,127,1,87
